Accession No.,Book Title,Author,Price (INR),Price ($),Price (Pound),Publisher,Issue / Lost / Available,Book No. / Barcode,Book Shelf No.,No. of Copies,S. No.
538,Unix Utilities : A Prog. Ref.,Tare R.S,110.5,,,Megkoga,,766492,DCSE/19/2,3,8
539,Programming with Pascal,Konvalina & Wileman,151.05,,,Megkoga,,766493,DCSE/19/2,3,9
540,Trouble Shooting & Ref. the New PC,Margolis A.,75,,,BPB,,766494,DCSE/19/2,3,10
541,A First Book of C Programming,Bronson,84,,,Jaico,,766495,DCSE/19/2,3,11
542,Computers & Computer Language,Silverman & Furkiew,205.9,,,Mc Graw,,766496,DCSE/19/2,3,12
543,Small Computer Theory & Application,Dailey J.,142.3,,,Mc Graw,,766497,DCSE/19/2,3,13
544,Networking IBM PCs,Dorr. M.,60,,,Tech Publi.,,766498,DCSE/19/2,3,14
545,Micro Computer Application,Graver R.T. & Sugrue,237.7,,,Mc Graw,,766499,DCSE/19/2,3,15
547,Modern Applied Algebra,Birkhott & Bartee,65,,,CBS,,766501,DCSE/19/2,3,16
569,Discrete Math A. Unified Approach,Wiitala A.S.,238.5,,,Mc Graw,,761163,DCSE/19/2,3,17
570,Theory & Prob. Comp. Graphics,Plastock A. Kalley G.,71.5,,,Mc Graw,,761181,DCSE/19/2,3,18
563,Discrete Mathmatics Stru. For Comp. Sc.,Kolman & Bushy,69,,,PHI,,761108,DCSE/19/2,3,19
565,File Handling in Turbo Pascal,Boisgontier J.D.C.,318.64,,,Paradigm,,761178,DCSE/19/2,3,20
566,A Sec. Cou. In Comp. Sci with Pascal,McCracken D.D.,67.95,,,J. Wiley,,761179,DCSE/19/2,3,21
550,Intro. To Des. & Analysis of Algorithm,Goodman,110.5,,,Mc Graw,,766503,DCSE/19/2,3,22
567,Intro. To the Desi. And Anal. of Algo.,Goodman E.S. et al,110.5,,,Mc Graw,,761161,DCSE/19/2,3,23
551,Discrete Math. Structure with Appl.,Tremblay & Manohar,126.4,,,Mc Graw,,766504,DCSE/19/2,3,24
552,Prolog Through Examples,Konoenko & Lavrae,55,,,Galgotia,,766506,DCSE/19/2,3,25
553,A Guide to Microcomp. Soft. For Busi.,Meier,289.54,,,Gan.,,761110,DCSE/19/2,3,26
554,Quatro,Mc Coy,421.35,,,Mc Graw,,761111,DCSE/19/2,3,27
555,Quatro Power User,Cobb,364.9,,,Mc Graw,,761112,DCSE/19/2,3,28
556,Mastering Turbo C,Book S.K.,90,,,BPB,,761101,DCSE/19/2,3,29
557,Understanding Comp. Science Appl.,Walker R.S.,54,,,Texals,,761102,DCSE/19/2,3,30
558,Cobol Prog. Problems Solutions,Roy M.K. Destidor,39,,,T.M.H,,761103,DCSE/19/2,3,31
560,Elements of Discrete Mathmatics,Liv C.L.,103.35,,,Mc Graw,,761105,DCSE/19/2,3,32
561,MicroComp. Architecture Prog.,Walkerly,87.45,,,Wiley,,761106,DCSE/19/2,3,33
562,Discrete Mathmatics with Algorithms,Albertson et al.,121.23,,,Wiley,,761107,DCSE/19/2,3,34
559,Graph Theo with App to Eng & Comp,Deo N.,55,,,T.M.H,,761104,DCSE/19/2,3,35
571,Inside Xenix,Morgan L.,60,,,BPB,,761184,DCSE/19/2,4,1
572,Computer Network,Tanenbaum,75,,,PHI,,761185,DCSE/19/2,4,2
573,Introduction to Data Structure,Singh B. & Nabs L.T.,66,,,T.M.H,,761187,DCSE/19/2,4,3
574,Introduction to System Software,Dhamdhere M.,45,,,T.M.H,,761190,DCSE/19/2,4,4
575,Introduction to System Software,Dhamdhere M.,45,,,T.M.H,,761189,DCSE/19/2,4,5
576,Introduction to System Software,Dhamdhere M.,45,,,T.M.H,,761188,DCSE/19/2,4,6
577,Interactive Computer Graphics,Giloi K.W.,69,,,PHI,,761186,DCSE/19/2,4,7
578,Understanding dBase Management,Prakash N.,69,,,T.M.H,,761191,DCSE/19/2,4,8
579,Pascal + Data Structure,Dale/Lilly,75,,,T.M.H,,761192,DCSE/19/2,4,9
580,Compiler Construction,Dhamdhere M.D.,80,,,Mc Millan,ISSUED (MG),761193,DCSE/19/2,4,10
581,Digital Circuits & Microprocessors,Taub H.,126.4,,,Mc Graw,,761182,DCSE/19/2,4,11
582,Programming Language,Tucker B.,119.75,,,Mc Graw,,761183,DCSE/19/2,4,12
583,An : Introduction to dBase System,Date J.,75,,,Narosa,,761194,DCSE/19/2,4,13
584,Understa. Unix: A Conceptual Guide,Groff R.J. Weinberg,60,,,One Tech,,761195,DCSE/19/2,4,14
585,Data Processing,French S.C.,35,,,Galgotia,,761196,DCSE/19/2,4,15
587,Exploting MS-DOS,Davies J.P. Backhurst,55,,,Galgotia,,761198,DCSE/19/2,4,16
588,Intro. To the Desi. And Anal. of Algo.,Goodman E.S. et al,110.5,,,Mc Graw,,761200,DCSE/19/2,4,17
589,C Program Utility,Whitsell F.,36,,,Galgotia,,761201,DCSE/19/2,4,18
590,Turbo C Programmers Resource Book,Holtz F.,396.7,,,Galgotia,,761199,DCSE/19/2,4,19
591,Prolog Wizard,Foster,396.7,,,J. Wiley,,767009,DCSE/19/2,4,20
592,C Wizard's Programming References,Schwarderer,317.2,,,J. Wiley,,767010,DCSE/19/2,4,21
593,dBase III Plus Application Liberary,Carlton Stewart,120,,,Tech Publi.,,766969,DCSE/19/2,4,22
594,Mastering Wordstar,Harvey,75,,,BPB,,766968,DCSE/19/2,4,23
595,Numerical Methods A Software Appr.,Johnston,71.5,,,J. Wiley,,766970,DCSE/19/2,4,24
596,Understanding dBase IV,Simpson,60,,,BPB,,766971,DCSE/19/2,4,25
597,HDD Mana. in the PC & MS DOS Env.,Sheldon,103.35,,,Mc Graw,,766972,DCSE/19/2,4,26
598,dBase III Plus,,,,,,,758997,DCSE/19/2,4,27
599,dBase III Plus,,,,,,,758996,DCSE/19/2,4,28
600,dBase III Plus,,,,,,,758995,DCSE/19/2,4,29
601,Pascal User Manual & Report,Jensenk & Wirth,44.5,,,N.P.H,,733318,DCSE/19/2,4,30
602,Fundamentals of Computer,Raja Raman,35,,,P.H.I,,733319,DCSE/19/2,4,31
603,The Science of Programming,Gries,55,,,Narosa,,733320,DCSE/19/2,4,32
604,Fundamentals of Algorithms,Knuth,75,,,Narosa,,733321,DCSE/19/2,4,33
605,Data Processing,Oliverces Champan,35,,,Galgotia,,733322,DCSE/19/2,4,34
606,Microprocessor Sys. Design Concepts,Alexandridis,68,,,Galgotia,,733323,DCSE/19/2,4,35
608,Matrix Analysis of Framed Structures,Weaver Gere,70,,,CBS,,733325,DCSE/19/2,4,36
609,Operating Systems Principles,Kurzban Heines et al.,120,,,CBS,,733326,DCSE/19/2,4,37
610,Microprocessor & Microcomp. Sys.,Rao,50,,,CBS,,733327,DCSE/19/2,4,38
630,Microprocessor Software,Whithread,227.5,,,CHP,,733347,DCSE/19/2,5,1
631,Microprocessor App. In Busi. & Indu.,Whithread,227.5,,,CHP,,733348,DCSE/19/2,5,2
620,Comp. App. For Techno-Econ. Devel.,Banerjee,120,,,Concept,,733337,DCSE/19/2,5,3
621,Coding Theorems of Infor. Theory,Wolfowitz,312.7,,,S / V,,733338,DCSE/19/2,5,4
622,Intro. To Formal Grammers,Gross Lentin,328.6,,,S / V,,733339,DCSE/19/2,5,5
618,Business Information Processing Sys.,Ellioff & Wasley,386.35,,,Irwin,,733335,DCSE/19/2,5,6
619,Fortan IV & Engg. Applications,Garg,60,,,Oxford,,733336,DCSE/19/2,5,7
611,Fortan IV for Beginners,Balaguruswamy,24,,,T.M.H,,733328,DCSE/19/2,5,8
612,A Data Book for Scientist & Engineers,Rama Lingam,45,,,IBH,,733329,DCSE/19/2,5,9
613,Computer Oriented Num. Method 2 ed,Raja Raman,22,,,P.H.I,,733330,DCSE/19/2,5,10
614,MP Cont. & Reli. Des. Of Small Comp.,Kraft Toy,535.35,,,AH,,733331,DCSE/19/2,5,11
615,Numerical Analysis for Computer,Lee,192.85,,,RPC,,733332,DCSE/19/2,5,12
616,A Microprocessor Course,Fohl,212.5,,,PBI,,733333,DCSE/19/2,5,13
617,Algorithms & Their Computer Solu.,Artiaga & Davis,179.95,,,Merrill,,733334,DCSE/19/2,5,14
623,Computer Studies,French ,35,,,Gd.,,733340,DCSE/19/2,5,15
626,Comp. Appl. On ECG & VCG Analysis,Zyurietz C. & Scheider,517,,,N.H,,733343,DCSE/19/2,5,16
627,BBC Programming Vol. 1,Hampshire,126.49,,,Duck,,733344,DCSE/19/2,5,17
628,The Home Computer Book I,Braubeer,126.49,,,Duck,,733345,DCSE/19/2,5,18
629,Exploring Adventures on the BBC,Gerrarol,126.49,,,Duck,,733346,DCSE/19/2,5,19
632,Laboratory on Line Computing,Brignell Rhodes,217.49,,,ITC,,733349,DCSE/19/2,5,20
633,Practical System Design,Daniels Yeates,95,,,Galgotia,,733350,DCSE/19/2,5,21
634,Pascal for Science & Engineering,McGregor & Watt,150,,,Galgotia,,733351,DCSE/19/2,5,22
624,Structured Programming in COBOL,Holmes,35,,,Galgotia,,733341,DCSE/19/2,5,23
625,Fund. Of Measu. & Repre. Of Natu. Sys.,Rosen,376,,,N.H,,733342,DCSE/19/2,5,24
643,An : Introduction to Microcomputers,Osborne Kane,290,,,Galgotia,,701764,DCSE/19/2,5,25
644,Pascal,Oatey Clare,36,,,Galgotia,,701765,DCSE/19/2,5,26
645,Programming Languages,Horowitz E.,150,,,,,701766,DCSE/19/2,5,27
646,Basic Programming,Holmes,35,,,Galgotia,,701767,DCSE/19/2,5,28
647,Microprocessor Sys. Design Concepts,Alexandrid,68,,,Galgotia,,701768,DCSE/19/2,5,29
648,Computer Data Base Organisation 2 ed,Martin,65,,,P.H.I,,701769,DCSE/19/2,5,30
649,Data Base Management System,Mayne,65,,,B.A,,701770,DCSE/19/2,5,31
650,Using Computers- A Manager's Guide,Pettu,60,,,B.A,,701771,DCSE/19/2,5,32
636,Mathodical Programming in COBOL,Welland,35,,,Wheeler,,701757,DCSE/19/2,5,33
637,Introduction to Computer Architecture,Willis Kerridge,30,,,Wheeler,,701758,DCSE/19/2,5,34
639,Introducing Computer Security,Wood,65,,,NCC,,701760,DCSE/19/2,5,35
641,Microcomputers/Microprocessors,Hilburn Julich,42,,,P.H.I,,701762,DCSE/19/2,5,36
642,An : Introduction to Microcomputers,Osborne Kane,290,,,Galgotia,,701763,DCSE/19/2,5,37
246,A Software Tools Sampler,Miller,425.44,,,P.Hall,,702613,DCSE/74/1,1,1
244,Turbo Pascal,Chiuclian,245.9,,,WB,,702611,DCSE/74/1,1,2
238,Digital Principal & Application,Leach P. Donald,75.35,,,Mc Graw Hill,,702590,DCSE/74/1,1,3
237,Data Base Processing,David Kroenke,60,,,Galgotia,,702589,DCSE/74/1,1,4
253,Advance Turbo Pascal,Schildt,73.35,,,K.K,,702620,DCSE/74/1,1,5
251,Distributed Database Principles & Systems (REPLACE),Ceri.S,,,,,,251,DCSE/74/1,1,6
247,Digital Computer Fundamental,Bartee,89.05,,,K.K,,702614,DCSE/74/1,1,7
250,Advanced dBase III Prog. Tech.,Liskin,89.05,,,K.K,,702617,DCSE/74/1,1,8
256,Z 80 Assembly Language Programme,Leventhal,81.52,,,K.K,,702623,DCSE/74/1,1,9
254,Pascal ,Belford,116.45,,,K.K,,702621,DCSE/74/1,1,10
257,Micro Computers Based Design,Peatman,130.15,,,K.K,,702624,DCSE/74/1,1,11
255,Microprocessor & Interfacing (REPLACE),Hall,,,,,,255,DCSE/74/1,1,12
263,A Str. Approach to Fortran,Crainley,472.65,,,P.Hall,,702630,DCSE/74/1,1,13
262,Intro. to Programming with Modula ,Spimurm,363.05,,,H.Row,,702629,DCSE/74/1,1,14
261,Use Std.Spec. for µcomp. Op. Sys.,IEEEIRHAL,273.32,,,JW,,702628,DCSE/74/1,1,15
260,Intro. To Digital Technology,Nashelsky,109.6,,,WIE,,702627,DCSE/74/1,1,16
258,86000 Assembly Language Programme,Leventhal,75.35,,,K.K,,702625,DCSE/74/1,1,17
277,Complete Turbo Pascal,Dunteman,75,,,Galgotia,,703360,DCSE/74/1,1,18
276,dBase III Plus for Programmers,Dinerstein,65,,,Galgotia,,703359,DCSE/74/1,1,19
278,Introduction to Operating Sys. Design,Habermann,60,,,G.P,,703361,DCSE/74/1,1,20
279,Introduction to Operating Sys. Design,Habermann,60,,,G.P,,703362,DCSE/74/1,1,21
280,Introduction to Operating Sys. Design,Habermann,60,,,G.P,,703363,DCSE/74/1,1,22
281,Introduction to Operating Sys. Design,Habermann,60,,,G.P,,703365,DCSE/74/1,1,23
282,Introduction to Operating Sys. Design,Habermann,60,,,G.P,,703364,DCSE/74/1,1,24
283,Programming in C,Jamsa,50,,,G.P,,703366,DCSE/74/1,1,25
284,Advance Programme in dBase III Plus,Knegth,95,,,G.P,,703368,DCSE/74/1,1,26
285,Advance Programme in dBase III Plus,Knegth,95,,,G.P,,703367,DCSE/74/1,1,27
268,Theory & Prac. Of Compiler Writing,Jeem Paul Trembley,102.75,,,Mc Graw Hill,,702645,DCSE/74/1,1,28
267,Computer Science,Goloschlager,75,,,PHI,,702634,DCSE/74/1,1,29
264,Structured Programming,Welland,99.15,,,Pitman,,702631,DCSE/74/1,1,30
265,dBase III,Gosling,99.15,,,Pitman,,702632,DCSE/74/1,1,31
266,Assembly Language for the 80286,Erskine,99.15,,,Pitman,,702633,DCSE/74/1,1,32
270,Pascal : An Intro. To Modern Prog.,Glodstein,431.25,,,RinChart & Winstan,,703353,DCSE/74/1,1,33
269,The Little Lipser,Fridman,222.46,,,Galgotia,,703352,DCSE/74/1,1,34
274,Computer Construction,Barrett,70,,,Galgotia,,703358,DCSE/74/1,1,35
275,Computer Construction,Barrett,70,,,Galgotia,,703357,DCSE/74/1,1,36
286,Design of Digital Systems,Pitman,75,,,G.P,,703370,DCSE/74/1,1,37
272,From Basic 8086/8088 Assem. Lang.,H.Templeton,100,,,Wordware Publishing,,703355,DCSE/74/1,1,38
271,Micro Computer Exp. With IBM PC,Leventhal,331.2,,,RinChart & Winstan,,703354,DCSE/74/1,1,39
273,Programming Guide to LISP,K. Tracton,164.91,,,TAB,,703356,DCSE/74/1,1,40
287,Design of Digital Systems,Pitman,75,,,G.P,,703369,DCSE/74/1,2,1
288,Micro Computing in COBOL,Roy Martin Richard,45,,,G.P,,703381,DCSE/74/1,2,2
302,Introduction to Operating Sys. Design,Haberman,68,,,Galgotia,,763157,DCSE/74/1,2,3
303,dBase III Plus : A Compare. User Man.,Bharvcha,60,,,Tech Publi.,,763144,DCSE/74/1,2,4
304,Turbo Pascal Liberary,Stivison D.S.,60,,,BPB Pub.,,763145,DCSE/74/1,2,5
301,Computer data Processing & Telecom.,Rosenberg,60,,,WE,,763156,DCSE/74/1,2,6
307,Salvaging Damaged & dBase Files,Heiser P.W.,75,,,Galgotia,,763148,DCSE/74/1,2,7
306,Intro. To Data Structure with Appli.,Naps T.L & Singh,55,,,Galgotia,,763147,DCSE/74/1,2,8
305,The Unix Programming Environment,Kernighan Spike,69,,,PHI,,763146,DCSE/74/1,2,9
324,Computer Organisation,Hamcher,113.7,,,TMH,,722226,DCSE/74/1,2,10
322,dBase III & III Plus,Taxali,30,,,TMH,,722252,DCSE/74/1,2,11
321,Basic C for Basic Program,T.D. Brown Jr.,33,,,Mc Graw Hill,,722257,DCSE/74/1,2,12
323,Artificial Intelligence,Rich,99.4,,,TMH,,722225,DCSE/74/1,2,13
320,Programming in C,Jamsa,55,,,Galgotia,,722256,DCSE/74/1,2,14
319,Dis. Math. Structure for Comp. Sc.,Kolman,69,,,PHI,,722258,DCSE/74/1,2,15
318,Programming in Basic,Venit,250,,,Jaico,,722255,DCSE/74/1,2,16
317,Understanding Fortran 77,Michel Boillot,250,,,Jaico,,722254,DCSE/74/1,2,17
289,Computer Hardware & Organisation,Sloan,65,,,G.P,,703373,DCSE/74/1,2,18
290,Computer Hardware & Organisation,Sloan,65,,,G.P,,703372,DCSE/74/1,2,19
291,Computer Hardware & Organisation,Sloan,65,,,G.P,,703374,DCSE/74/1,2,20
292,Computer Hardware & Organisation,Sloan,65,,,G.P,,703371,DCSE/74/1,2,21
293,Computer Hardware & Organisation,Sloan,65,,,G.P,,703375,DCSE/74/1,2,22
294,Programming Ref. Manual for IBM PC,Steven Armbrust,150,,,G.P,,703377,DCSE/74/1,2,23
295,Programming Ref. Manual for IBM PC,Steven Armbrust,150,,,G.P,,703378,DCSE/74/1,2,24
296,Programming Ref. Manual for IBM PC,Steven Armbrust,150,,,G.P,,703376,DCSE/74/1,2,25
297,Unix on the IBM PC,William B. Twitty,150,,,G.P,,703380,DCSE/74/1,2,26
298,Unix on the IBM PC,William B. Twitty,150,,,G.P,,703379,DCSE/74/1,2,27
299,Digital Technology (Lab. Manual),Williams,45,,,G.P,,703382,DCSE/74/1,2,28
300,Digital Technology (Lab. Manual),Williams,45,,,G.P,,703383,DCSE/74/1,2,29
308,Microprocessors /Microcomputers 2ed.,Khambata,92.95,,,Wiley,,763149,DCSE/74/1,2,30
309,An Intro. To Data Structure with Appli.,Trembley & Sorenson,127,,,Megkoga,,763150,DCSE/74/1,2,31
312,Introduction to Computer Archtecture,Stone,55,,,Galgotia,,763153,DCSE/74/1,2,32
311,The Principles of Computer Org.,Schneidev,64.35,,,Wiley,,763152,DCSE/74/1,2,33
310,Microcomputer Systems,Liv & Gibson,69,,,PHI,,763151,DCSE/74/1,2,34
316,The Sprit of 'C',Millish Coper,250,,,Jaico,,722253,DCSE/74/1,2,35
315,Microsoft COBOL,,99,,,Microsoft Press,,758377,DCSE/74/1,2,36
314,The Manual Frame Work,Phillips,36,,,BPB Pub.,,763155,DCSE/74/1,2,37
313,Assem. Prog. & 8086 Microprocessor,Jones,259.69,,,Oxford,,763154,DCSE/74/1,2,38
325,Computer Writing,Tremblay ,107.25,,,TMH,,722227,DCSE/74/1,3,1
326,Computer Graphics,Harrington,113.7,,,TMH,,722228,DCSE/74/1,3,2
327,"1,2,3 Power User Guide",Campbell,350.25,,,TMH,,722229,DCSE/74/1,3,3
328,DOS Power User's Guide,Jamsa,350.35,,,TMH,,722230,DCSE/74/1,3,4
329,Data Structure & Program Design,Kruse,69,,,PHI,,722231,DCSE/74/1,3,5
331,Principles of Data Base System,Ullman,55,,,GAI,,722233,DCSE/74/1,3,6
332,Structured Computer Organisation,Tanenbam,62,,,PHI,,722234,DCSE/74/1,3,7
334,Fundamental of Data Structure,Sahni,40,,,CBS,,722236,DCSE/74/1,3,8
335,Turbo Pascal 4,Jamsa,92.95,,,TMH,,722238,DCSE/74/1,3,9
336,Turbo Pascal 4,Jamsa,92.95,,,TMH,,722237,DCSE/74/1,3,10
337,OS/2 Pocket Reference,Jamsa,92.95,,,TMH,,722239,DCSE/74/1,3,11
338,Inside the IBM PC AT,Bayers,85.1,,,TMH,,722240,DCSE/74/1,3,12
339,dBase III Plus Power Tools,Krumn,121.55,,,TMH,,722241,DCSE/74/1,3,13
340,Introduction to Fortran 77 & PC,Hammond,121.55,,,TMH,,722242,DCSE/74/1,3,14
341,Comp. Arch. & Practical Processing,Briggs,121.55,,,TMH,,722243,DCSE/74/1,3,15
342,Introduction Unix System,Morgan,99.4,,,TMH,,722244,DCSE/74/1,3,16
343,8086/88 Assembly Language Prog.,Morris,256.69,,,TMH,,722245,DCSE/74/1,3,17
344,Des. Programmers Guide to Unix,Quinin,99.4,,,TMH,,722246,DCSE/74/1,3,18
346,Animated Algorithms,Barnett,113.7,,,TMH,,722248,DCSE/74/1,3,19
347,OS/2 Programmer's Guide,Lacubucci,378.95,,,TMH,,722249,DCSE/74/1,3,20
348,dBase III Plus Power User Guide,Jones,350.35,,,TMH,,722250,DCSE/74/1,3,21
349,Advance Quick C,Werner 336.05,336.05,,,TMH,,722251,DCSE/74/1,3,22
350,Data Structure Using Pascal,Tanenbam,757.19,,,PHI,,763508,DCSE/74/1,3,23
351,Math.Mod. & Dig.Sim.for En. & Sc.,Smith,528.34,,,MGH,,763529,DCSE/74/1,3,24
352,Software Reliability,Musa,135.05,,,MGH,,763530,DCSE/74/1,3,25
353,Data Systems & Management,Kindred,564.85,,,MGH,,763531,DCSE/74/1,3,26
354,Unix Ada Programming,Gelani,479.05,,,MGH,,763532,DCSE/74/1,3,27
355,The Motorola MC 68000,Bacon,386.1,,,MGH,,763533,DCSE/74/1,3,28
356,Using dBase III Plus,Bacon,235.95,,,TMH,,763534,DCSE/74/1,3,29
357,Microprocessor 1987 Workbook,Helms,657.8,,,MGH,,763535,DCSE/74/1,3,30
358,µprocessor Technology & µcomputer,Pasahow,113.69,,,TMH,,763510,DCSE/74/1,3,31
359,Programming with Structured COBOL,New Comer,56.5,,,TMH,,763511,DCSE/74/1,3,32
360,A Ist course in Comp. Prog. Pascal,Keller,99.4,,,TMH,,763512,DCSE/74/1,3,33
361,Beyond the Basic,Sarch,135.85,,,TMH,,763513,DCSE/74/1,3,34
362,A Software Tools Sampler,Miller,556.99,,,PHI,,763514,DCSE/74/1,3,35
363,Small Computer Theory & Application,Dailey,556.99,,,TMH,,763515,DCSE/74/1,4,1
364,Your IBM PC Made Easy,Sachh,64.35,,,TMH,,763516,DCSE/74/1,4,2
365,Com. Gu. to AI & Ex. Sys. T.Pascal,Levine D. & Etal E.,356.79,,,TMH,,763517,DCSE/74/1,4,3
366,Pro. Elements for Computer Graphics,Rogers,92.95,,,TMH,,763518,DCSE/74/1,4,4
367,Principles of Interactive Comp. Gra.,Sproull,,,,,LOST,763519,DCSE/74/1,4,5
368,Advanced Turbo Pascal,Schildt,78.65,,,TMH,,763520,DCSE/74/1,4,6
369,An Intro. to Micro Computers 3rd ed.,Osbore,56.49,,,Mc Graw Hill,,758571,DCSE/74/1,4,7
370,C Made Easy,Schildt,64.35,,,Mc Graw Hill,,758572,DCSE/74/1,4,8
371,The C Primer,Hancock & Krieger,70.79,,,Mc Graw Hill,,758573,DCSE/74/1,4,9
372,Under.Unix: A Conceptual Guide,Groff J.R,60,,,Tech Publi.,,758574,DCSE/74/1,4,10
373,Discrete Structures of Comp. Sc.,Leon S. Levy,50,,,Wiley,,758575,DCSE/74/1,4,11
374,IInd Course in Comp. Sc.with Pascal,McGraken,64.35,,,Wiley,,758577,DCSE/74/1,4,12
376,IInd Course in Comp. Sc.with Modula-2,McGrsalman,69.35,,,Wiley,,758578,DCSE/74/1,4,13
377,A Simpli. Gu. to Struc. COBOL Prog.,McChacken Golden,91.52,,,Wiley,,758579,DCSE/74/1,4,14
378,An Intro. to µcomp.-Basic concept,Osporne A.,185.9,,,Mc Graw Hill,,758580,DCSE/74/1,4,15
379,An Intro. to µcomp.-Basic concept,Osporne A.,185.9,,,Mc Graw Hill,,758581,DCSE/74/1,4,16
380,Prog. 8086/88 for the IBM PC & Comp.,Throne,270.99,,,B.C,,763521,DCSE/74/1,4,17
381,An Intro. to Database System Vol. 2,Date,614.19,,,Wesley A.,,763522,DCSE/74/1,4,18
382,Algorithms,Seogewick,711.43,,,Wesley A.,,763523,DCSE/74/1,4,19
383,Prob. Sol. & Struc. Prog. In Pascal,Koffman,485.49,,,Wesley A.,,763524,DCSE/74/1,4,20
384,Fundamental of Interactive Comp. Graphics,Dam,840.13,,,Wesley A.,,763525,DCSE/74/1,4,21
385,Operating System Concepts,Peterson,205,,,Wesley A.,,763526,DCSE/74/1,4,22
386,The C Liberary,Jamsa,299.59,,,TMH,,763528,DCSE/74/1,4,23
387,Writing MSDOS Device Drivers,Lai,356.79,,,Wesley A.,,763527,DCSE/74/1,4,24
388,Programming with Fortran-77,Ram Kumar,48,,,TMH,,763539,DCSE/74/1,4,25
389,Programming with Fortran-77,Ram Kumar,48,,,TMH,,763538,DCSE/74/1,4,26
390,Programming with Fortran-77,Ram Kumar,48,,,TMH,,763537,DCSE/74/1,4,27
391,Programming with Fortran-77,Ram Kumar,48,,,TMH,,763536,DCSE/74/1,4,28
392,Using Turbo Basic,Scheider,299.59,,,TMH,,763540,DCSE/74/1,4,29
393,Turbo Pascal (The Complete Ref.),Brien,378.95,,,TMH,,763541,DCSE/74/1,4,30
394,Quatlro,Biow,378.95,,,TMH,,763542,DCSE/74/1,4,31
395,An Introduction to Micro Computers,Osborne ,92.95,,,TMH,,763543,DCSE/74/1,4,32
396,Theory & Prob. Of Program with Basic,Gotthried,,3.95,,TMH,,763545,DCSE/74/1,4,33
397,Theory & Prob. Of Program with Basic,Gotthried,,3.95,,TMH,,763549,DCSE/74/1,4,34
398,Theory & Prob. Of Program with Basic,Gotthried,,3.95,,TMH,,763550,DCSE/74/1,4,35
399,Theory & Prob. Of Program with Basic,Gotthried,,3.95,,TMH,,763551,DCSE/74/1,4,36
400,Theory & Prob. Of Program with Basic,Gotthried,,3.95,,TMH,,763552,DCSE/74/1,4,37
401,Theory & Prob. Of Program with Basic,Gotthried,,3.95,,TMH,,763553,DCSE/74/1,4,38
420,Microsoft World 4.0 Simplified,Bolocan D.,270.99,,,Tab Books,,758569,DCSE/74/1,5,1
421,Proper Basic,Walsh B.O,614.19,,,Wiley,,758570,DCSE/74/1,5,2
422,Mastering Turbo Pascal,Swan,75,,,BPB,,758964,DCSE/74/1,5,3
423,Mastering C,Bolocan ,60,,,BPB,,760997,DCSE/74/1,5,4
424,Advanced 80386 Prog. Technique,Turley,344.25,,,MGH,,760998,DCSE/74/1,5,5
425,Quatlro : The Complete Reference,McCoy,399.5,,,MGH,,760999,DCSE/74/1,5,6
426,Quatlro : The Pocket Reference,Cobb,89.25,,,MGH,,761000,DCSE/74/1,5,7
427,Num. Methods from Science & Engg.,Stanron,29,,,PHI,,758986,DCSE/74/1,5,8
428,Num. Methods from Science & Engg.,Stanron,29,,,PHI,,758985,DCSE/74/1,5,9
429,Pascal : User Manual & Report,Jensenc & Wirth,48,,,Narosa,,758987,DCSE/74/1,5,10
430,Pascal : User Manual & Report,Jensenc & Wirth,48,,,Narosa,,758990,DCSE/74/1,5,11
431,Pascal : User Manual & Report,Jensenc & Wirth,48,,,Narosa,,758989,DCSE/74/1,5,12
432,Pascal : User Manual & Report,Jensenc & Wirth,48,,,Narosa,,758988,DCSE/74/1,5,13
434,Programming with Fortran-77,Kumar R.,48,,,TMH,,758993,DCSE/74/1,5,14
435,Programming with Fortran-77,Kumar R.,48,,,TMH,,758992,DCSE/74/1,5,15
436,Programming with Fortran-77,Kumar R.,48,,,TMH,,436,DCSE/74/1,5,16
437,dBase III Plus (5),,250,,,,,758998,DCSE/74/1,5,17
438,Assem. Prog. & 8086 Microprocessor,Jones,251.73,,,Oxford,,759000,DCSE/74/1,5,18
439,Crafting a Compiler,Fischer,671.25,,,The Benjamin Co.,,758938,DCSE/74/1,5,19
440,Assem. Lang. Prog. on the IBM PC,Hawksley,284.25,,,Wesley A.,,758937,DCSE/74/1,5,20
442,Introduction to Expert Systems,Jackson,225,,,Wesley A.,,758931,DCSE/74/1,5,21
443,Introduction to Artificial Intelligence,Charniak,235,,,Wesley A.,,758932,DCSE/74/1,5,22
444,Intro. to Auto. Theo. Lang. & Comp.,Hopcraft,75,,,Narosa,,758933,DCSE/74/1,5,23
445,An Intro. to dBase System Vol. 1,Date,75,,,Narosa,,758934,DCSE/74/1,5,24
446,Thr Art of C Programming,Jones,48,,,Narosa,,758935,DCSE/74/1,5,25
447,Intro. to Auto. Theo. Lang. & Comp.,Hopcraft,75,,,Narosa,,758963,DCSE/74/1,5,26
448,Intro. to Auto. Theo. Lang. & Comp.,Hopcraft,75,,,Narosa,,758962,DCSE/74/1,5,27
406,Programming with Pascal,Gotthried,56.49,,,TMH,,763554,DCSE/74/1,5,28
408,Programming with Structured COBOL,New Comer,56.49,,,TMH,,763555,DCSE/74/1,5,29
407,Programming with Structured COBOL,New Comer,56.49,,,TMH,,763556,DCSE/74/1,5,30
409,Compiler Writing,Tremblay,107.25,,,TMH,,763557,DCSE/74/1,5,31
